      22,  -0.000916,   0.985229,   0.212721
      38,  -0.000549,   0.991210,   0.213087
      53,  -0.001770,   0.987670,   0.213819
      69,  -0.002380,   0.987426,   0.214918
      85,  -0.000427,   0.987304,   0.214063
     100,   0.000549,   0.983642,   0.215528
     116,  -0.000183,   0.982421,   0.213819
     131,  -0.000305,   0.987304,   0.215528
     147,   0.000549,   0.988647,   0.214430
     162,  -0.001282,   0.984374,   0.213697
     178,  -0.001282,   0.985229,   0.213087
     194,   0.001160,   0.983764,   0.213819
     210,   0.001648,   0.987182,   0.214063
     225,   0.000549,   0.987792,   0.212232
     241,   0.001648,   0.987548,   0.212721
     256,   0.000793,   0.984862,   0.213697
     272,   0.000671,   0.986205,   0.210767
     288,  -0.000916,   0.983642,   0.212476
     303,  -0.001038,   0.984740,   0.212721
     319,  -0.002136,   0.986938,   0.212476
     334,  -0.001770,   0.988647,   0.215772
     350,  -0.001526,   0.984862,   0.214185
     366,  -0.002625,   0.983153,   0.210401
     381,  -0.001404,   0.988036,   0.213087
     397,  -0.000305,   0.985595,   0.213941
     413,  -0.000671,   0.981810,   0.211866
     428,   0.001038,   0.986938,   0.214674
     444,  -0.001648,   0.985351,   0.214552
     459,   0.000427,   0.986449,   0.213453
     475,  -0.000183,   0.986083,   0.212354
     490,  -0.000061,   0.985595,   0.214674
     506,  -0.001526,   0.985595,   0.213453
     522,  -0.002136,   0.984862,   0.212354
     538,  -0.000061,   0.986816,   0.213819
     553,   0.000427,   0.986571,   0.212110
     569,   0.000305,   0.985961,   0.212476
     584,   0.002136,   0.987914,   0.213575
     600,  -0.001770,   0.983031,   0.211256
     616,  -0.001282,   0.984618,   0.215528
     631,  -0.000671,   0.985595,   0.215284
     647,  -0.000061,   0.986205,   0.211622
     662,  -0.003235,   0.985229,   0.211378
     678,  -0.002014,   0.987426,   0.214674
     694,   0.001404,   0.984252,   0.214063
     709,  -0.000183,   0.985351,   0.212965
     725,  -0.002625,   0.985961,   0.215895
     741,   0.000549,   0.985717,   0.211988
     756,  -0.000549,   0.986205,   0.214796
     772,  -0.000916,   0.984984,   0.212110
     788,  -0.001282,   0.983642,   0.215528
     803,   0.000671,   0.985717,   0.211866
     819,   0.000061,   0.983520,   0.212598
     834,   0.001526,   0.984252,   0.215162
     850,   0.006531,   0.986327,   0.199292
     866,   0.002747,   0.997681,   0.199414
     881,  -0.010438,   0.980223,   0.226271
     897,  -0.019471,   0.989745,   0.210035
     912,  -0.028505,   0.982665,   0.204908
     928,  -0.043643,   0.973143,   0.230910
     944,  -0.052799,   0.994995,   0.211378
     959,  -0.017884,   0.976195,   0.206006
     975,   0.006043,   0.991943,   0.190624
     990,   0.008851,   0.967283,   0.184154
    1006,   0.019593,   0.983031,   0.203076
    1022,   0.016053,   1.002686,   0.236159
    1037,   0.024110,   1.011597,   0.261307
    1053,   0.009217,   0.968748,   0.274980
    1069,   0.013001,   0.991943,   0.245193
    1084,   0.018006,   0.960325,   0.221144
    1100,   0.005921,   0.984374,   0.233230
    1116,   0.029970,   1.002564,   0.214063
    1131,   0.067692,   1.021241,   0.210889
    1147,   0.100775,   1.059940,   0.229323
    1162,   0.097479,   1.031008,   0.265580
    1178,   0.069035,   1.004761,   0.249100
    1194,   0.054752,   0.930904,   0.250198
    1209,   0.055729,   0.910517,   0.248367
    1225,   0.064640,   0.913325,   0.235183
    1241,   0.089300,   0.976561,   0.215772
    1256,   0.112128,   1.044314,   0.215406
    1272,   0.135567,   1.087530,   0.245437
    1287,   0.110053,   1.077397,   0.261674
    1303,   0.097967,   1.043093,   0.257401
    1318,   0.078801,   1.011109,   0.241409
    1334,   0.091619,   0.989623,   0.207471
    1350,   0.094549,   0.954831,   0.195630
    1366,   0.119697,   0.924556,   0.183056
    1381,   0.154856,   0.927486,   0.180248
    1397,   0.178905,   0.953488,   0.182811
    1412,   0.176830,   0.993408,   0.177196
    1428,   0.196728,   1.017091,   0.182934
    1444,   0.208204,   0.992797,   0.185863
    1459,   0.232131,   0.999390,   0.175487
    1475,   0.235427,   0.970335,   0.172557
    1490,   0.252640,   0.959714,   0.163279
    1506,   0.259110,   0.954953,   0.158152
    1522,   0.263261,   0.955930,   0.159373
    1537,   0.276933,   0.980101,   0.153024
    1553,   0.283892,   0.974608,   0.149606
    1569,   0.306110,   0.948117,   0.138986
    1584,   0.313313,   0.935421,   0.131539
    1600,   0.319783,   0.922359,   0.123970
    1615,   0.331746,   0.905023,   0.125557
    1631,   0.340780,   0.917598,   0.104560
    1646,   0.363975,   0.976683,   0.080266
    1662,   0.375084,   0.957639,   0.117134
    1678,   0.393029,   0.940182,   0.088567
    1693,   0.403284,   0.928096,   0.075627
    1709,   0.410731,   0.905512,   0.090765
    1725,   0.417201,   0.885369,   0.073674
    1740,   0.429653,   0.888299,   0.079167
    1756,   0.433559,   0.906855,   0.072209
    1772,   0.471037,   0.866813,   0.054752
    1787,   0.467741,   0.925288,   0.000793
    1803,   0.470305,   0.917353,   0.078313
    1818,   0.492767,   0.911738,   0.049625
    1834,   0.522188,   0.924556,   0.069035
    1850,   0.531343,   0.934322,   0.053897
    1865,   0.562962,   0.858878,   0.055729
    1881,   0.591772,   0.795520,   0.047916
    1897,   0.587377,   0.778307,   0.073552
    1912,   0.555393,   0.828847,   0.059391
    1928,   0.581762,   0.850821,   0.046084
    1943,   0.615455,   0.813343,   0.035097
    1959,   0.622414,   0.751816,   0.031679
    1974,   0.637673,   0.693585,   0.009827
    1990,   0.658915,   0.683452,   0.003235
    2006,   0.676616,   0.687603,   0.001282
    2022,   0.699200,   0.719709,  -0.007874
    2037,   0.731795,   0.727645,  -0.007019
    2053,   0.734115,   0.686016,   0.017030
    2068,   0.747909,   0.685284,   0.011048
    2084,   0.754868,   0.687359,   0.020692
    2099,   0.759263,   0.684551,   0.035097
    2115,   0.758042,   0.680522,   0.039736
    2131,   0.751572,   0.664164,   0.039004
    2146,   0.771226,   0.673808,   0.041323
    2162,   0.796008,   0.695416,   0.024354
    2178,   0.781969,   0.697369,   0.041812
    2193,   0.801379,   0.672587,   0.043643
    2209,   0.798816,   0.635964,   0.047427
    2225,   0.812000,   0.624367,   0.031801
    2240,   0.797107,   0.615455,   0.037417
    2256,   0.799548,   0.587743,   0.021181
    2272,   0.782824,   0.558689,   0.024721
    2287,   0.819081,   0.544406,   0.005555
    2303,   0.822377,   0.531588,   0.009949
    2318,   0.842031,   0.529878,   0.004456
    2334,   0.864372,   0.522066,   0.008606
    2350,   0.873039,   0.522188,   0.015199
    2365,   0.843130,   0.548556,   0.005921
    2381,   0.862174,   0.456266,   0.035342
    2396,   0.869011,   0.466886,   0.005310
    2412,   0.881462,   0.420863,   0.012757
    2428,   0.901117,   0.412562,   0.015321
    2443,   0.925655,   0.418666,   0.033510
    2459,   0.928218,   0.424281,   0.052799
    2474,   0.936031,   0.430629,   0.060978
    2490,   0.929439,   0.419398,   0.062077
    2506,   0.930660,   0.420619,   0.053531
    2521,   0.961790,   0.390588,   0.041201
    2537,   0.999634,   0.363242,   0.039004
    2553,   0.995361,   0.344442,   0.056827
    2568,   0.974120,   0.337972,   0.057926
    2584,   0.980101,   0.359580,   0.049502
    2600,   0.958249,   0.338705,   0.040957
    2615,   0.938473,   0.274370,   0.035708
    2631,   0.949094,   0.275713,   0.026308
    2646,   0.958738,   0.272172,   0.026674
    2662,   0.965574,   0.280596,   0.021181
    2678,   0.980223,   0.295489,   0.008240
    2693,   0.957151,   0.261674,   0.003845
    2709,   0.967039,   0.257889,  -0.000671
    2725,   0.948361,   0.224318,   0.012147
    2740,   0.952634,   0.183910,   0.012513
    2756,   0.944577,   0.188549,   0.011903
    2771,   0.987304,   0.200146,   0.010560
    2787,   1.004761,   0.182811,   0.017640
    2802,   1.001221,   0.160105,   0.029238
    2818,   1.009888,   0.163401,   0.029360
    2834,   1.012208,   0.156199,   0.028993
    2850,   1.002686,   0.134591,   0.031191
    2865,   1.022829,   0.118354,   0.028993
    2881,   1.023683,   0.089422,   0.031435
    2896,   1.019655,   0.074162,   0.038760
    2912,   1.015626,   0.079412,   0.042422
    2928,   1.016725,   0.080388,   0.039492
    2943,   1.018312,   0.103095,   0.037539
    2959,   0.993286,   0.093817,   0.039736
    2974,   1.002930,   0.078923,   0.041079
    2990,   1.012818,   0.079656,   0.035952
    3006,   1.024415,   0.091741,   0.031923
    3021,   1.012818,   0.091619,   0.036929
    3037,   1.014283,   0.135567,   0.039370
    3053,   1.006714,   0.157541,   0.042422
    3068,   1.011231,   0.151682,   0.042422
    3090,   0.992919,   0.112861,   0.036074
    3106,   0.983397,   0.119575,   0.027040
    3121,   0.991333,   0.122261,   0.022035
    3137,   0.995239,   0.106513,   0.019349
    3153,   1.007813,   0.084905,   0.025331
    3168,   1.003052,   0.075871,   0.026186
    3184,   1.013795,   0.047549,   0.026552
    3199,   1.026979,   0.035830,   0.026430
    3215,   1.026613,   0.019105,   0.033022
    3230,   1.018678,   0.015443,   0.033510
    3246,   1.022951,   0.037539,   0.037783
    3262,   1.010133,   0.029604,   0.043521
    3277,   1.004517,   0.022890,   0.054874
    3293,   1.005005,   0.015077,   0.049625
    3309,   1.017213,   0.025697,   0.044742
    3324,   1.031862,   0.037173,   0.042300
    3340,   1.031130,   0.042788,   0.044986
    3356,   1.038332,   0.072819,   0.048648
    3371,   1.015992,   0.073918,   0.050113
