      38, 0,0,0,0
      53, 0,0,0,0
      69, 0,0,0,0
      84, 0,0,0,0
     100, 0,0,0,0
     116, 0,0,0,0
     131, 0,0,0,0
     147, 0,0,0,0
     162, 0,0,0,0
     178, 0,0,0,0
     194, 0,0,0,0
     209, 0,0,0,0
     225, 0,0,0,0
     241, 0,0,0,0
     256, 0,0,0,0
     272, 0,0,0,0
     287, 0,0,0,0
     303, 0,0,0,0
     319, 0,0,0,0
     334, 0,0,0,0
     350, 0,0,0,0
     366, 0,0,0,0
     381, 0,0,0,0
     397, 0,0,0,0
     412, 0,0,0,0
     428, 0,0,0,0
     444, 0,0,0,0
     459, 0,0,0,0
     475, 0,0,0,0
     491, 0,0,0,0
     506, 0,0,0,0
     522, 0,0,0,0
     537, 0,0,0,0
     553, 0,0,0,0
     569, 0,0,0,0
     584, 0,0,0,0
     600, 0,0,0,0
     615, 0,0,0,0
     631, 0,0,0,0
     647, 0,0,0,0
     662, 0,0,0,0
     678, 0,0,0,0
     694, 0,0,0,0
     709, 0,0,0,0
     725, 0,0,0,0
     740, 0,0,0,0
     756, 0,0,0,0
     772, 0,0,0,0
     787, 0,0,0,0
     803, 0,0,0,0
     819, 0,0,0,0
     834, 0,0,0,0
     850, 0,0,0,0
     865, 0,0,0,0
     881, 0,0,0,0
     897, 0,0,0,0
     912, 0,0,0,0
     928, 0,0,0,0
     943, 0,0,0,0
     959, 0,0,0,0
     975, 0,0,0,0
     990, 0,0,0,0
    1006, 0,0,0,0
    1022, 0,0,0,0
    1037, 0,0,0,0
    1053, 0,0,0,0
    1069, 0,0,0,0
    1084, 0,0,0,0
    1100, 0,0,0,0
    1115, 0,0,0,0
    1131, 0,0,0,0
    1147, 0,0,0,0
    1162, 0,0,0,0
    1178, 0,0,0,0
    1193, 0,0,0,0
    1209, 0,0,0,0
    1225, 0,0,0,0
    1240, 0,0,0,0
    1256, 0,0,0,0
    1272, 0,0,0,0
    1287, 0,0,0,0
    1303, 0,0,0,0
    1319, 0,0,0,0
    1334, 0,0,0,0
    1350, 0,0,0,0
    1365, 0,0,0,0
    1381, 0,0,0,0
    1397, 0,0,0,0
    1412, 0,0,0,0
    1428, 0,0,0,0
    1443, 0,0,0,0
    1459, 0,0,0,0
    1475, 0,0,0,0
    1490, 0,0,0,0
    1506, 0,0,0,0
    1522, 0,0,0,0
    1537, 0,0,0,0
    1553, 0,0,0,0
    1568, 0,0,0,0
    1584, 0,0,0,0
    1599, 0,0,0,0
    1615, 0,0,0,0
    1631, 0,0,0,0
    1646, 0,0,0,0
    1662, 0,0,0,0
    1678, 0,0,1,0
    1693, 0,0,1,0
    1709, 0,0,1,0
    1725, 0,0,1,0
    1740, 0,0,1,0
    1756, 0,0,1,0
    1771, 0,0,1,0
    1787, 0,0,1,0
    1803, 0,0,1,0
    1818, 0,0,1,0
    1834, 0,0,1,0
    1850, 0,0,1,0
    1865, 0,0,1,0
    1881, 0,0,1,0
    1896, 0,0,1,0
    1912, 0,0,1,0
    1928, 0,0,1,0
    1943, 0,0,1,0
    1959, 0,0,1,0
    1975, 0,0,1,0
    1990, 0,0,1,0
    2006, 0,0,1,0
    2021, 0,0,1,0
    2037, 0,0,1,0
    2053, 0,0,1,0
    2068, 0,0,1,0
    2084, 0,0,1,0
    2099, 0,0,1,0
    2115, 0,0,1,0
    2131, 0,0,1,0
    2146, 0,0,1,0
    2162, 0,0,1,0
    2178, 0,0,1,0
    2193, 0,0,1,0
    2209, 0,0,1,0
    2224, 0,0,1,0
    2240, 0,0,1,0
    2256, 0,0,1,0
    2271, 0,0,1,0
    2287, 0,0,1,0
    2303, 0,0,1,0
    2318, 0,0,1,0
    2334, 0,0,1,0
    2349, 0,0,1,0
    2365, 0,0,1,0
    2381, 0,0,1,0
    2396, 0,0,1,0
    2412, 0,0,1,0
    2427, 0,0,1,0
    2443, 0,0,1,0
    2459, 0,0,1,0
    2474, 0,0,1,0
    2490, 0,0,1,0
    2506, 0,0,1,0
    2521, 0,0,1,0
    2537, 0,0,1,0
    2553, 0,0,1,0
    2568, 0,0,1,0
    2584, 0,0,1,0
    2599, 0,0,1,0
    2615, 0,0,1,0
    2631, 0,0,1,0
    2646, 0,0,1,0
    2662, 0,0,1,0
    2678, 0,0,1,0
    2693, 0,0,1,0
    2709, 0,0,1,0
    2724, 0,0,1,0
    2740, 0,0,1,0
    2755, 0,0,1,0
    2771, 0,0,1,0
    2787, 0,0,1,0
    2803, 0,0,1,0
    2818, 0,0,1,0
    2834, 0,0,1,0
    2849, 0,0,1,0
    2865, 0,0,1,0
    2881, 0,0,1,0
    2896, 0,0,1,0
    2912, 0,0,1,0
    2927, 0,0,1,0
    2943, 0,0,1,0
    2959, 0,0,0,0
    2974, 0,0,0,0
    2990, 0,0,0,0
    3006, 0,0,0,0
    3021, 0,0,0,0
    3037, 0,0,0,0
    3052, 0,0,0,0
    3068, 0,0,0,0
    3084, 0,0,0,0
    3099, 0,0,0,1
    3115, 0,0,0,1
    3131, 0,0,0,1
    3146, 0,0,0,1
    3162, 0,0,0,1
    3177, 0,0,0,1
    3193, 0,0,0,1
    3209, 0,0,0,1
    3224, 0,0,0,1
    3240, 0,0,0,1
    3255, 0,0,0,1
    3271, 0,0,0,1
    3287, 0,0,0,1
    3302, 0,0,0,1
    3318, 0,0,0,1
    3334, 0,0,0,1
    3349, 0,0,0,1
    3365, 0,0,0,1
    3380, 0,0,0,1
    3396, 0,0,0,1
    3412, 0,0,0,1
    3427, 0,0,0,1
    3443, 0,0,0,1
    3459, 0,0,0,1
    3474, 0,0,0,1
    3490, 0,0,0,1
    3505, 0,0,0,1
    3521, 0,0,0,1
    3537, 0,0,0,1
    3552, 0,0,0,1
    3568, 0,0,0,1
    3583, 0,0,0,1
    3599, 0,0,0,1
    3615, 0,0,0,1
    3630, 0,0,0,1
    3646, 0,0,0,1
    3662, 0,0,0,1
    3677, 0,0,0,1
    3693, 0,0,0,1
    3708, 0,0,0,1
    3724, 0,0,0,1
    3740, 0,0,0,1
    3755, 0,0,0,1
    3771, 0,0,0,1
    3787, 0,0,0,1
    3802, 0,0,0,1
    3818, 0,0,0,1
    3834, 0,0,0,1
    3849, 0,0,0,1
    3865, 0,0,0,1
    3880, 0,0,0,1
    3896, 0,0,0,1
    3912, 0,0,0,1
    3927, 0,0,0,1
    3943, 0,0,0,1
    3958, 0,0,0,1
    3974, 0,0,0,1
    3990, 0,0,0,1
    4005, 0,0,0,1
    4021, 0,0,0,1
    4037, 0,0,0,1
    4052, 0,0,0,1
    4068, 0,0,0,1
    4083, 0,0,0,1
    4099, 0,0,0,1
    4115, 0,0,0,1
    4130, 0,0,0,1
    4146, 0,0,0,1
    4162, 0,0,0,1
    4177, 0,0,0,1
    4193, 0,0,0,1
    4208, 0,0,0,1
    4224, 0,0,0,1
    4240, 0,0,0,1
    4255, 0,0,0,1
    4271, 0,0,0,1
    4287, 0,0,0,1
    4302, 0,0,0,1
    4318, 0,0,0,1
    4333, 0,0,0,1
    4349, 0,0,0,1
    4365, 0,0,0,1
    4380, 0,0,0,1
    4396, 0,0,0,1
    4411, 0,0,0,1
    4427, 0,0,0,1
    4443, 0,0,0,0
    4458, 0,0,0,0
    4474, 0,0,0,0
    4490, 0,0,0,0
    4505, 0,0,0,0
    4521, 0,0,0,0
    4536, 0,0,0,0
    4552, 0,0,0,0
    4568, 0,0,0,0
    4583, 0,0,0,0
    4605, 0,0,0,0
    4621, 0,0,0,0
    4637, 0,0,0,0
    4652, 0,0,0,0
    4668, 0,0,0,0
    4683, 1,0,0,0
    4699, 1,0,0,0
    4715, 1,0,0,0
    4730, 1,0,0,0
    4746, 1,0,0,0
    4762, 1,0,0,0
    4777, 1,0,0,0
    4793, 1,0,0,0
    4808, 1,0,0,0
    4824, 1,0,0,0
    4840, 1,0,0,0
    4855, 1,0,0,0
    4871, 1,0,0,0
    4887, 1,0,0,0
    4902, 1,0,0,0
    4918, 1,0,0,0
    4933, 1,0,0,0
    4949, 1,0,0,0
    4965, 1,0,0,0
    4980, 1,0,0,0
    4996, 1,0,0,0
    5011, 1,0,0,0
    5027, 1,0,0,0
    5043, 1,0,0,0
    5058, 1,0,0,0
    5074, 1,0,0,0
    5090, 1,0,0,0
    5105, 1,0,0,0
    5121, 1,0,0,0
    5136, 1,0,0,0
    5152, 1,0,0,0
    5168, 1,0,0,0
    5183, 1,0,0,0
    5199, 1,0,0,0
    5215, 1,0,0,0
    5230, 1,0,0,0
    5246, 1,0,0,0
    5261, 1,0,0,0
    5277, 1,0,0,0
    5293, 1,0,0,0
    5308, 1,0,0,0
    5324, 1,0,0,0
    5339, 1,0,0,0
    5355, 1,0,0,0
    5371, 1,0,0,0
    5386, 1,0,0,0
    5402, 1,0,0,0
    5418, 1,0,0,0
    5433, 1,0,0,0
    5449, 1,0,0,0
    5464, 1,0,0,0
    5480, 1,0,0,0
    5496, 1,0,0,0
    5511, 1,0,0,0
    5527, 1,0,0,0
    5543, 1,0,0,0
    5558, 1,0,0,0
    5574, 1,0,0,0
    5589, 1,0,0,0
    5605, 1,0,0,0
    5620, 1,0,0,0
    5636, 1,0,0,0
    5652, 1,0,0,0
    5667, 1,0,0,0
    5683, 1,0,0,0
    5699, 1,0,0,0
    5714, 1,0,0,0
    5730, 1,0,0,0
    5746, 1,0,0,0
    5761, 1,0,0,0
    5777, 1,0,0,0
    5792, 1,0,0,0
    5808, 1,0,0,0
    5824, 1,0,0,0
    5839, 1,0,0,0
    5855, 1,0,0,0
    5871, 1,0,0,0
    5886, 0,0,0,0
    5902, 0,0,0,0
    5918, 0,0,0,0
    5933, 0,0,0,0
    5949, 0,0,0,0
    5964, 0,0,0,0
    5980, 0,0,0,0
    5996, 0,0,0,0
    6011, 0,0,0,0
    6027, 0,0,0,0
    6042, 0,0,0,0
    6058, 0,0,0,0
    6074, 0,0,0,0
    6089, 0,0,0,0
    6105, 0,0,0,0
    6121, 0,0,0,0
    6136, 0,1,0,0
    6152, 0,1,0,0
    6167, 0,1,0,0
    6183, 0,1,0,0
    6199, 0,1,0,0
    6214, 0,1,0,0
    6230, 0,1,0,0
    6246, 0,1,0,0
    6261, 0,1,0,0
    6277, 0,1,0,0
    6292, 0,1,0,0
    6308, 0,1,0,0
    6324, 0,1,0,0
    6339, 0,1,0,0
    6355, 0,1,0,0
